No Decimal Found,
57.61669,14.78873
62.0771,17.19399
63.88096,19.81063
59.60895,15.13433
56.44018,14.17427
64.93223,17.34389
59.38254,14.99033
59.56207,14.74102
57.99721,13.42783
60.45768,15.17237
60.37575,16.27824
64.07769,18.402
63.95131,20.12904
59.35115,14.85768
64.02205,17.65817
64.86393,20.98638
57.67519,15.08008
57.53404,14.21741
61.00597,12.55534
66.57507,20.52736
59.10681,12.29565
62.885,13.09608
64.46259,21.46476
57.53404,14.21741
62.55893,17.94917
57.19805,16.21383
58.29643,13.89417
63.11267,18.48174
59.58949,12.2083
59.84327,16.24148
57.96143,13.57797
59.84686,15.95606
59.35115,14.85768
57.00187,14.14344
67.13061,20.6533
56.78323,14.06969
66.23693,21.79781
62.30456,16.35722
57.98198,13.42049
58.36646,13.32713
64.05128,19.80473
65.60122,18.12701
61.73225,17.30201
65.83471,14.9918
58.48462,14.52635
60.61985,15.69151
56.51002,14.23752
66.31021,22.48584
58.14414,16.27934
60.15608,17.7006
63.94836,17.57372
67.37217,23.29252
57.16587,15.23085
62.82188,14.51775
63.64992,19.07072
60.72545,12.5559
63.89073,15.45693
57.26926,13.91205
62.74638,17.91003
57.78008,16.31365
56.64395,15.32145
64.20778,19.82733
56.84371,15.58238
57.29581,15.28747
65.7818,23.41904
56.83561,14.09468
64.78178,17.90571
56.63834,13.27971
56.72274,14.42884
59.95372,17.30169
57.43132,14.1171
62.40276,13.23487
59.34919,14.86002
60.15608,17.7006
64.34227,15.3347
63.80626,21.00227
64.72252,16.6956
60.69303,14.05619
59.96765,16.08747
59.35115,14.85768
65.02773,15.37357
57.46186,14.19256
61.28263,16.3731
62.0354,14.76231
61.85259,16.65698
58.84114,15.32033
57.82865,12.84732
56.82898,15.89188
57.97683,12.52682
60.96223,12.50571
60.77288,17.04519
59.76604,15.01926
66.06863,22.70628
61.65872,12.98849
56.60969,14.86983
56.95834,13.92194
62.30537,16.35477
60.14955,17.696
62.7977,15.41961
62.5459,17.81278
59.84243,16.26173
59.35067,14.86968
57.22675,13.10413
67.72442,21.42956
62.54791,17.76391
57.1719,15.24383
66.30602,21.36935
57.53507,16.06866
59.62794,15.65961
57.78102,16.2691
62.36563,13.77658
64.56948,15.08394
59.03683,14.52658
60.54545,13.65913
60.2273,17.17473
63.45405,14.49169
65.99437,21.65154
61.74545,14.83126
59.65472,16.0183
65.72082,21.29402
64.45439,21.60398
62.07754,12.26433
60.64971,17.47407
65.71758,17.27581
57.06678,14.94987
62.35194,16.74733
57.82201,15.47119
59.97466,16.0279
58.68171,16.76529
60.03223,15.14017
57.31017,14.00425
63.85688,17.73395
64.05417,19.54976
56.58174,15.09867
57.97683,12.52682
58.83751,15.31942
64.6677,16.59869
62.28179,13.52208
56.72638,13.21105
60.14084,17.68605
63.78354,20.35264
63.84622,20.56537
58.97234,14.6864
59.15013,14.40433
59.33544,14.81006
60.11206,18.35592
60.35922,13.74198
59.6065,14.76139
63.4375,17.57231
59.94164,16.09547
61.61146,17.22355
56.87773,13.1848
64.4567,21.57901
57.37126,14.28518
58.03851,12.07976
56.87945,15.13394
56.41838,13.60055
65.2759,19.05552
57.15415,15.09616
60.91109,16.37443
57.47719,12.99784
56.72532,13.21906
61.98775,15.27863
57.84965,12.93276
62.68742,14.28283
65.52883,22.05395
62.53224,17.30407
65.69087,23.97717
65.80754,21.90366
62.41474,17.71347
57.39566,14.11366
65.6547,22.27388
60.13716,17.70473
59.92166,18.41536
65.42789,19.60294
58.84114,15.32033
56.41183,13.48056
62.23666,17.59483
58.84114,15.32033
59.7414,15.02887
57.06169,15.26873
59.32734,14.81545
67.64698,21.03012
58.67834,16.76526
57.88189,15.49116
57.74213,14.03011
60.80057,16.85754
59.5826,13.39489
57.39322,14.1217
64.04324,20.63899
64.17271,18.43664
63.40282,14.46382
58.84114,15.32033
60.61249,14.77305
63.80626,21.00227
64.4402,19.03279
58.05007,12.65715
62.81464,17.18011
57.06436,12.84424
67.21965,20.64002
59.01935,15.19452
60.12321,18.36021
62.61834,14.82618
56.79678,13.51215
59.85524,14.83443
60.06415,16.49771
57.35258,15.9828
59.75089,16.03809
59.60727,15.09031
57.96143,13.57797
65.36783,20.59314
59.96624,16.04515
57.22477,14.26539
60.97873,12.68236
63.7454,19.76463
64.02196,19.33875
60.75426,16.93932
64.36136,20.76087
63.32093,12.11614
59.85457,16.25179
56.72532,13.21906
60.3598,15.37454
64.48069,21.57511
60.62691,14.68893
60.62109,16.70592
56.86286,15.5903
59.6686,14.02652
62.78374,13.26025
60.1539,17.70841
59.79737,15.96582
57.07172,15.26116
65.2506,21.53584
59.96546,16.0017
57.08087,15.39879
60.6593,15.19251
59.80187,16.21634
64.06253,19.63806
61.61776,17.20222
57.84965,12.93276
58.43315,11.26734
62.20523,17.34511
63.74205,19.85603
62.78948,16.14121
64.72252,16.6956
60.05722,15.75413
60.95511,16.11331
56.86847,14.1346
61.23301,16.22214
60.24449,16.68811
56.93661,15.12416
60.95938,14.50153
57.02614,15.02588
60.76926,16.92538
57.53404,14.21741
56.52253,14.66075
66.76199,21.88276
56.79387,15.36945
58.36676,12.51726
58.98222,14.73654
63.79841,19.86504
56.69845,13.89339
56.72532,13.21906
58.0953,16.59381
57.2507,13.11521
58.71399,17.02831
56.74114,13.32755
63.00934,15.8573
57.27273,12.75645
57.53404,14.21741
61.17821,16.06778
62.5958,17.80829
59.88282,12.16805
57.84018,12.13372
63.79633,20.8639
57.53404,14.21741
58.70928,11.40216
59.63111,18.24451
57.50367,13.58481
64.31405,19.62636
57.05156,15.31584
66.60722,23.86093
59.20273,16.75373
63.78057,15.50285
64.45971,18.72256
66.88845,18.07955
64.98373,15.91701
57.92555,14.9451
57.53404,14.21741
58.68954,16.70914
60.55014,17.42447
57.78346,13.97418
64.20969,19.51108
63.6724,15.09998
58.04756,12.967
63.93852,17.92615
59.83045,18.09034
60.16835,15.07092
59.02595,14.99584
64.41266,18.57217
58.83337,15.31803
59.81205,16.01101
59.72804,14.90142
59.01935,15.19452
63.96162,20.32828
59.85226,16.24613
60.8021,16.80937
57.42403,12.856
63.43559,19.66593
56.83561,14.09468
59.90296,16.14026
58.95937,15.36713
62.46254,17.53274
66.07428,21.25071
60.38266,17.25253
59.34788,16.68346
59.87857,13.51664
64.16541,16.10717
65.65917,21.25038
60.46898,14.35436
62.93346,14.65147
64.39512,18.5627
57.53404,14.21741
65.37214,22.42102
56.51073,14.60978
63.66889,20.29533
59.7033,15.67088
63.86327,18.67306
59.59175,14.88455
65.74895,21.57628
56.85433,13.74767
63.67063,20.39229
60.17683,17.68702
65.22946,21.51045
57.42066,13.28889
60.47389,17.81095
65.72453,21.61392
65.47452,17.63043
63.41732,16.73226
58.64307,13.09089
57.25265,15.23812
62.60587,16.89743
60.88712,16.51944
63.29309,13.79935
59.34919,14.86002
59.71566,14.66079
59.61276,15.42026
67.62052,22.79902
60.96571,13.34613
57.66655,14.90799
63.66763,17.01424
60.1194,17.73661
57.95986,13.20712
64.86393,20.98638
60.24838,17.22156
59.35115,14.85768
60.59362,17.51516
56.55174,15.38298
56.94374,15.18269
59.92924,17.33063
63.59008,19.65904
63.48753,13.11479
64.72252,16.6956
58.89087,12.4347
62.53524,12.60867
59.97535,15.76901
57.72039,14.6817
60.16082,17.70826
58.95772,15.74209
60.14947,17.69617
61.14787,17.02228
63.21896,13.06453
56.99488,14.05209
58.84114,15.32033
62.938,15.21416
56.77114,13.50901
64.76948,16.14672
58.29375,12.34038
61.87066,17.3163
58.92295,15.59518
57.51844,14.19197
58.89541,15.38121
65.62874,21.55108
60.17534,17.7203
65.73222,21.88738
58.93836,17.1816
65.79014,23.12164
60.15356,17.68768
56.72421,14.8598
65.27338,19.2643
60.51319,17.80609
57.82201,15.47119
60.72154,14.73785
64.39306,16.00111
60.15207,17.69785
58.83273,16.05799
60.64498,14.05256
61.83742,16.9766
65.81571,21.81959
63.92933,15.16519
59.16613,14.5572
66.01208,21.10421
64.77528,20.82313
56.72621,13.21933
64.68936,19.31211
63.1438,15.04896
66.66948,21.15156
59.75224,16.30551
60.14326,14.42356
59.91386,16.14816
58.83317,12.59921
59.2236,16.74016
58.48462,14.52635
57.74213,14.03011
57.97683,12.52682
60.94669,14.32526
59.82895,18.04671
63.76665,15.33274
65.65612,18.24868
65.72996,21.83329
66.45607,23.0082
60.15356,17.68768
60.41617,17.45211
64.01017,19.35421
59.5826,13.39489
60.67392,14.87555
66.91996,23.67302
61.84859,16.99797
63.89231,18.8104
58.98464,15.5283
63.30634,12.99048
60.91109,16.37443
66.45543,22.1122
56.82442,15.03414
67.06035,22.88036
60.15608,17.7006
60.94471,12.45326
65.83824,21.4108
63.79593,20.36557
64.72252,16.6956
56.9391,14.04609
65.57182,23.76063
59.7929,16.11735
59.02412,15.11499
64.01736,16.90424
60.85586,16.45984
61.00258,17.12251
65.32683,19.27205
59.32812,14.87862
65.27631,19.6857
57.06871,15.81627
59.28358,14.97348
65.52358,17.51774
60.94371,13.96058
64.38227,21.03614
62.59042,17.7603
63.24463,14.53279
57.66779,14.12112
58.94627,14.76651
58.89429,11.79547
57.05547,15.28299
58.0153,12.06816
59.15498,18.02165
61.94524,12.56118
57.03918,14.71854
61.57758,15.01688
60.59995,15.301
60.1539,17.70841
57.86252,12.05417
61.16042,13.25601
59.7148,14.58637
64.87054,18.33351
59.46631,13.76002
62.09136,14.59007
63.77643,19.89203
60.12293,17.35721
57.47521,12.73165
64.54448,18.87103
65.5181,21.49191
57.19805,16.21383
56.85433,13.74767
63.59154,19.61779
60.28821,17.8897
59.10681,12.29565
57.16798,15.2414
61.67135,15.58481
60.13716,17.70473
58.38826,12.44218
60.64468,16.29419
60.8712,16.26897
63.54352,13.85478
58.84286,12.43592
62.52086,16.02681
66.29423,22.92944
58.89516,14.0935
56.72519,13.2536
58.83751,15.31942
57.69385,13.57348
56.58053,14.99973
65.99457,21.65229
61.7786,16.85017
60.47179,18.03307
61.67,17.24773
57.86623,14.85081
59.44986,12.45126
64.11888,15.41164
65.1181,19.41812
59.04107,14.54221
63.7728,20.10244
60.12389,17.46287
67.51293,21.61285
58.26038,14.18338
59.82669,16.30503
66.88845,18.07955
59.10681,12.29565
63.25812,14.51554
57.85039,12.93606
57.48792,15.42106
57.11389,15.23381
57.53404,14.21741
60.55361,14.00834
57.61044,15.17987
60.63405,14.0874
57.74043,13.72901
60.32514,15.24586
62.61055,18.06116
59.91084,15.88069
60.35681,15.49977
65.32683,19.27205
58.38025,12.45172
60.02671,15.85081
56.74651,15.68688
62.597,12.74815
62.84753,13.26769
63.72241,20.57358
64.09659,16.11299
59.81053,16.23316
64.72252,16.6956
57.6827,13.68754
61.02937,14.69143
56.35452,13.08101
58.67834,16.76526
60.48108,15.09603
57.84712,14.6601
56.6788,15.26005
66.56851,19.48229
57.53404,14.21741
61.47729,15.01528
61.84662,16.14412
64.07604,20.14749
62.73425,15.64522
61.45327,13.8737
58.03292,13.36569
57.6735,15.06279
59.44476,14.9884
59.59443,14.89634
60.52414,17.42307
59.54134,12.42873
58.65791,16.72297
60.76926,16.92538
65.39407,20.39665
61.60018,15.75651
64.92003,20.73477
60.82106,13.93291
62.2012,17.38391
57.43499,12.93163
57.18431,15.21751
57.07564,13.76279
60.08091,16.00285
64.82217,18.54412
59.82292,18.08285
60.18095,16.74055
64.19241,21.11195
66.37595,22.30988
59.19012,16.85682
65.12816,16.77907
59.76067,16.13163
59.60119,15.41946
66.95876,19.82011
57.41043,18.72109
56.89192,14.10911
60.12428,15.28031
57.42816,18.6307
64.08658,20.38049
60.56826,17.93773
59.74378,14.47273
57.03672,14.88945
61.60419,17.2424
56.72549,13.21946
58.85028,17.24018
57.84965,12.93276
62.80065,13.07089
59.82527,18.06393
56.37419,13.51588
63.66144,17.16449
60.51253,18.03158
59.75642,16.27065
57.84965,12.93276
65.69294,21.38105
58.00886,13.37712
58.03592,14.07013
60.14947,17.69617
56.99931,15.53078
59.91999,15.89295
59.89295,18.303
58.05389,13.44058
58.48462,14.52635
57.76639,15.0721
60.15608,17.7006
65.58816,17.50676
58.88017,14.1031
59.82734,16.22227
64.7434,19.84988
59.20319,17.01634
62.60862,15.99449
64.1555,15.39651
59.68043,15.72411
66.66146,18.81859
60.77566,14.03374
57.76589,13.52028
57.34256,12.72409
57.76319,12.84108
58.04756,12.967
57.20886,16.13915
57.55037,14.23629
62.722,12.75501
64.38172,19.51913
64.6919,16.71771
60.58038,15.26366
63.76388,12.90339
62.19577,17.44768
57.78015,16.27027
65.6235,18.0899
60.12823,17.67633
59.94141,17.31062
60.15356,17.68768
56.84371,15.58238
65.80979,23.3198
66.76287,21.02917
57.93033,13.794
59.71094,16.31841
63.79223,19.77019
62.45112,14.9198
62.11882,17.39466
60.73457,13.42843
58.03693,12.09684
60.16608,17.66638
58.83751,15.31942
57.54248,12.2894
58.04756,12.967
59.35115,14.85768
63.83324,17.15766
60.86705,15.75504
59.94141,17.31062
60.17534,17.7203
59.94141,17.31062
63.80626,21.00227
58.83596,15.3264
58.92938,15.46593
64.29458,18.63698
67.03532,20.96441
62.68668,12.76207
63.7909,20.86529
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
59.134659,23.864376
53.1,9.8
52.3,6.4
52.3,6.4
66.223849,29.213416
52.3,6.4
52.3,6.4
53.1,9.85
53.1,9.85
52.3,6.4
52.3,6.4
61.9433,12.8221
52.3,6.4
53.1,9.85
66.067905,29.136209
52.35,6.4
60.227496,17.174822
58.832996,15.329102
52.3,6.4
52.3,6.4
53.1,9.85
53.1,9.9
52.3,6.4
65.9137,29.3875
53.15,9.95
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
46.832571,7.979507
52.3,6.4
64.477439,13.330717
52.3,6.4
52.35,6.35
52.3,6.4
64.488304,13.67115
53.1,9.85
53.15,9.95
52.3,6.4
53.1,9.85
64.64073,21.178795
61.460385,11.004125
52.3,6.4
53.1,9.85
66.261765,29.054671
53.1,9.85
53.1,9.85
69.366122,29.68017
61.53808,21.554373
48.28002,110.49201
65.00242,25.85332
47.225677,118.899185
62.60818,7.603585
61.21902,16.4193
64.71583,15.70942
60.55921,15.36196
61.14095,16.365
61.11491,16.41201
67.24806,22.2892
65.48347,20.45817
63.89049,20.15591
57.54903,13.58432
59.35115,14.85768
62.50533,17.82462
60.12149,17.80256
63.78096,20.41262
59.56759,13.41272
60.93443,14.898
62.79914,13.05319
64.62751,17.97515
60.57517,16.15935
58.29643,13.89417
63.48321,19.8898
56.89795,15.10327
60.90785,12.99637
56.89795,15.10327
59.4431,13.66782
58.16676,12.66057
59.68844,15.48361
63.7723,20.05745
63.92577,20.26293
64.26771,20.1829
58.99007,15.62392
60.2273,17.17473
65.26125,19.63497
59.615,12.29478
59.92924,17.33063
57.70566,13.68069
62.61266,16.92284
66.59894,19.87505
64.72252,16.6956
59.96765,16.08747
59.96048,15.58783
57.25342,15.21554
59.58675,14.76891
59.97691,18.31255
63.95131,20.12904
61.98775,15.27863
58.70728,16.52729
61.01532,12.54708
56.72274,14.42884
63.20185,19.01906
57.73183,15.41841
65.25805,19.40553
64.07076,19.63497
57.5857,13.90064
60.97082,14.5173
62.87763,18.38899
60.29169,16.88616
60.51568,17.46403
57.44485,16.16578
60.53385,17.8812
61.02896,16.55701
60.96155,12.52563
57.78102,16.2691
63.77505,19.81155
58.29643,13.89417
59.83045,18.09034
60.15608,17.7006
57.5524,12.87973
64.48069,21.57511
59.35115,14.85768
64.98162,20.15415
60.3213,18.05575
58.05601,14.0732
56.72532,13.21906
59.81609,18.08448
64.92028,17.11212
62.61342,16.10808
59.3051,14.77027
58.74919,16.3671
65.17557,16.86115
57.04972,15.85486
59.24608,16.88606
59.16973,12.68567
57.71906,13.58014
56.62537,14.31095
57.57534,15.07274
67.45785,21.92783
63.7046,17.05215
62.10771,12.79511
64.32167,18.33026
60.51319,17.80609
57.66655,14.90799
58.69228,16.55086
65.08043,16.1579
59.37788,14.24296
63.80626,21.00227
56.98127,14.12775
59.59551,13.59724
61.03285,14.73202
60.60095,17.93645
57.64452,13.29903
57.78945,15.43174
60.14206,17.70142
59.73118,15.60817
57.77856,13.63933
62.53521,16.68598
61.76369,17.24095
63.74755,18.49612
65.18302,16.84555
58.61119,15.5936
59.98737,18.33787
60.45096,14.4933
59.18807,16.9607
62.54222,12.44689
60.8021,16.80937
65.20551,19.80762
60.01446,14.73277
56.96593,15.46443
58.95295,15.3668
57.87506,12.77119
59.68533,14.58151
61.46371,16.37832
60.37509,16.55534
56.99996,15.47884
57.93743,12.70117
58.05849,12.42573
64.82592,18.80227
56.99931,15.53078
61.80395,13.21844
59.5948,15.46932
59.86901,16.828
60.43026,16.68013
62.04236,14.7176
61.30888,12.97532
63.97207,18.05549
57.53404,14.21741
60.44587,16.45877
60.16823,17.64059
63.80626,21.00227
61.45049,14.7158
60.43307,15.0827
59.6985,16.52211
63.76665,15.33274
57.89733,13.06962
62.61075,17.68812
57.72102,12.68102
63.94357,19.47826
59.96049,17.27827
62.91946,18.45851
60.55506,15.36554
56.63834,13.27971
60.98622,12.31594
62.25013,17.50006
65.84753,22.2507
57.08845,15.51213
60.17935,17.81438
63.95524,18.87679
66.42737,20.77294
57.84363,14.98338
63.78538,20.02216
63.79172,20.55982
56.36945,13.46546
56.83561,14.09468
58.42457,11.26568
64.02118,19.34064
62.22094,17.60719
57.2305,15.26611
57.19805,16.21383
60.08174,18.51131
56.88563,16.2129
59.34301,14.84957
58.66396,15.3683
56.47724,14.52968
63.84262,20.1427
64.3838,21.05866
59.30309,19.13901
64.1696,18.58346
60.13522,17.65171
56.76309,13.20963
59.94141,17.31062
56.97615,14.37264
60.25111,17.79515
57.48875,13.93942
57.18126,15.28006
59.80776,14.75286
65.52791,17.92446
63.70602,13.87334
60.45704,15.27206
65.16554,16.88422
56.71995,13.21083
59.48081,15.08632
65.66628,17.75481
65.59757,21.29026
57.88903,12.95734
59.74862,15.40286
59.95621,16.0697
60.41893,17.33062
56.72532,13.21906
61.69218,14.28178
60.24838,17.22156
57.64584,12.27403
59.88967,16.14098
59.72952,16.06691
60.12677,17.72195
59.8231,16.05203
60.15608,17.7006
66.25114,23.2079
63.35695,13.28419
60.61349,12.68564
63.66212,14.50227
58.92235,15.60684
60.89519,16.37855
59.59382,12.2978
56.82778,14.08503
59.20387,16.75604
65.58657,18.16905
59.92406,17.3365
57.69642,14.75039
60.02792,12.4896
58.48462,14.52635
56.97781,15.11277
59.68533,14.58151
59.34919,14.86002
65.26729,19.36462
60.43252,15.29885
59.93701,17.3419
59.17859,18.31589
61.14095,16.365
65.37214,22.42102
65.09562,21.33013
61.11991,17.03357
59.85855,16.00322
57.80278,14.02037
63.13704,14.50033
60.05663,17.91378
61.01391,12.47566
63.77498,18.19524
63.31843,14.73922
63.80626,21.00227
61.01752,12.39521
63.38203,18.54708
57.97683,12.52682
60.16082,17.70826
59.92924,17.33063
60.37125,13.17433
63.14875,12.96207
59.67004,14.62219
63.88378,15.4744
65.1222,17.0748
56.76309,13.20963
57.80866,14.04145
65.53066,21.91825
65.69294,21.38105
60.48713,15.31928
60.29565,17.79897
56.24497,16.44774
57.98938,12.50131
67.43996,21.95453
61.70247,17.41863
58.80168,15.32776
62.26926,17.46454
63.77643,19.89203
65.78256,23.08264
60.17508,17.71963
65.87374,20.14669
57.71218,12.15609
60.13716,17.70473
65.41966,19.52583
57.28532,13.93829
63.36403,13.95754
60.39893,13.31601
61.40752,13.08797
59.84484,16.23222
65.57762,18.23914
60.44381,16.11338
63.80626,21.00227
65.05985,17.10656
58.68909,14.81988
58.83751,15.31942
59.92924,17.33063
63.25687,18.93756
57.7725,15.0617
64.23829,15.0318
66.2971,18.54657
64.37622,17.26094
65.57765,19.16155
58.83609,16.2754
